0_1 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
29_56 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
29_57 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
29_58 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
29_59 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
29_60 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
29_64 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
29_71 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
29_72 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
29_73 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
30_2 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
30_5 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
30_7 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
30_13 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
30_15 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_16 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
30_18 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_19 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_20 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_21 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_22 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_23 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_24 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_27 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_28 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_29 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_31 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_32 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
30_33 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
30_34 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_35 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_36 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_37 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_38 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_39 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_40 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
30_41 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_42 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_43 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_44 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_48 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_57 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
30_58 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_60 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
30_61 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
30_64 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
30_70 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
30_72 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
30_73 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
30_74 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
30_77 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
31_0 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
31_2 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
31_3 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_4 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
31_5 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
31_6 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
31_7 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
31_14 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_15 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_18 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_19 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_20 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_21 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_22 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_23 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_24 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_28 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_29 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
31_30 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
31_32 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
31_33 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
31_34 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_35 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_36 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_37 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_38 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_39 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_40 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_41 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_42 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_43 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_44 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
31_45 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
31_47 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_50 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_54 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_56 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_57 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_58 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_60 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_61 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_62 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_65 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
31_72 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
31_73 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
32_3 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
32_4 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
32_6 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
32_13 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_17 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_18 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_19 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_20 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_22 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
32_24 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_25 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
32_26 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
32_27 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
32_28 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
32_29 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
32_30 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
32_32 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
32_33 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
32_34 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_35 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_36 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_37 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_38 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_39 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_41 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_42 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_43 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_44 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
32_46 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
32_55 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
32_59 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
32_61 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
32_71 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
32_72 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
32_73 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
33_1 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
33_3 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
33_5 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
33_17 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
33_20 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
33_22 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
33_23 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
33_24 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
33_25 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
33_26 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
33_27 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
33_28 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
33_29 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
33_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
33_32 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
33_33 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
33_34 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
33_35 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
33_36 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
33_37 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
33_38 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
33_39 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
33_41 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
33_42 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
33_43 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
33_44 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
33_46 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
33_59 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
33_60 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
33_61 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
33_67 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
33_69 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
33_71 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
33_72 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
33_73 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_0 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
34_4 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
34_8 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
34_17 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_18 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_19 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_23 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
34_24 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
34_25 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
34_26 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
34_27 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
34_28 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
34_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
34_32 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
34_33 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
34_34 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
34_35 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_36 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
34_37 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
34_38 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
34_39 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
34_40 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_41 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
34_42 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
34_43 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
34_49 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
34_50 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
34_52 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
34_56 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_57 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_59 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_60 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_61 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_63 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_64 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_65 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_66 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_67 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
34_69 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
34_73 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
35_0 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
35_1 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
35_4 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
35_5 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
35_8 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
35_21 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
35_22 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
35_23 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
35_24 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
35_27 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
35_28 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
35_29 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
35_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
35_32 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
35_33 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
35_34 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
35_35 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
35_36 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
35_37 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
35_38 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
35_39 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
35_41 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
35_42 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
35_43 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
35_45 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
35_52 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
35_53 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
35_55 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
35_59 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
35_61 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
35_63 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
35_64 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
36_0 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
36_1 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
36_3 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
36_8 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
36_16 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
36_17 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
36_18 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
36_19 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
36_20 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
36_21 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
36_22 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
36_23 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
36_24 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
36_26 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_27 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_28 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_30 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
36_32 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
36_33 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_34 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_35 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_36 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_37 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_38 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_39 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_42 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_43 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_44 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_45 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_47 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
36_53 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
36_54 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
36_56 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
36_57 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
36_58 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
36_63 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
36_64 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
36_67 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
36_68 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
37_0 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_1 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_2 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_3 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_4 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_5 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_7 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_8 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
37_14 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_15 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_16 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_17 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_18 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_19 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_20 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_21 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_23 ['Woods', 'Woods', 'Woods', 'Woods', 'Woods', 'Woods']
37_25 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
37_26 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
37_27 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
37_28 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
37_31 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
37_32 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
37_34 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
37_35 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
37_36 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
37_37 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
37_38 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
37_39 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
37_40 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
37_41 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
37_42 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
37_43 ['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']
37_45 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
37_50 ['RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake', 'RiverLake']
37_52 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
37_58 ['Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland', 'Farmland']
37_59 ['Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial', 'Industrial']
37_64 ['Rural', 'Rural', 'Rural', 'Rural', 'Rural', 'Rural']
